Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover (my image Lac),No. of Trades
543308,KIMS,A,607.70,612.80,602.85,611.80,22376,136.00,1194
534139,SCHNEIDER,A,580.75,590.65,572.60,582.95,23475,136.00,1496
500096,DABUR,A,496.05,511.80,496.05,511.10,26881,136.00,1028
500530,BOSCHLTD,A,35421.00,35659.80,34700.05,35144.35,382,135.00,127
532482,GRANULES,A,552.90,558.75,532.65,541.05,24780,135.00,963
522287,KPIL,A,1090.00,1095.10,1060.00,1071.50,12261,131.00,1056
540755,GICRE,A,365.40,371.05,359.80,368.65,36020,131.00,1318
500870,CASTROLIND,A,182.60,184.50,180.60,184.15,71027,129.00,1181
532508,JSL,A,756.30,757.25,735.70,743.05,17107,127.00,943
500493,BHARATFORG,A,1388.95,1406.05,1368.60,1378.30,9139,126.00,1266
543529,DELHIVERY,A,383.95,385.45,374.40,381.15,32866,125.00,1284
543981,RRKABEL,A,1390.00,1413.00,1374.35,1413.00,8988,125.00,1326
541556,RITES,A,219.65,222.15,216.05,219.15,55580,121.00,1648
543064,COHANCE,A,400.75,403.75,383.20,386.80,30709,120.00,1569
532144,WELCORP,A,752.90,762.25,733.95,749.70,15784,118.00,915
532683,AIAENG,A,3744.00,3795.00,3632.95,3727.00,3166,118.00,791
524558,NEULANDLAB,A,13500.75,13560.90,13035.40,13214.20,883,117.00,369
543534,AETHER,A,945.05,968.45,940.35,954.20,12278,116.00,1130
532221,SONATSOFTW,A,310.35,318.15,306.00,313.00,37265,116.00,1379
532689,PVRINOX,A,961.70,964.90,934.10,944.20,12182,115.00,914
500040,ABREL,A,1370.60,1391.35,1354.55,1366.00,8221,113.00,747
500084,CESC,A,147.05,147.05,141.65,143.75,78011,112.00,1977
544162,BHARTIHEXA,A,1600.05,1632.50,1582.25,1617.75,6937,111.00,858
539006,PTCIL,A,17500.00,17500.00,17166.55,17342.05,638,110.00,188
532505,UCOBANK,A,28.63,28.90,28.26,28.84,385494,110.00,1240
526299,MPHASIS,A,2813.55,2818.60,2722.00,2761.10,3997,110.00,865
543663,FIVESTAR,A,505.85,512.00,505.00,510.30,21097,107.00,768
542752,AFFLE,A,1656.80,1656.80,1587.60,1610.05,6688,107.00,832
509480,BERGEPAINT,A,509.60,517.15,507.10,516.30,21091,107.00,1364
532539,UNOMINDA,A,1119.95,1138.05,1108.40,1129.90,9609,107.00,1672
500670,GNFC,A,455.00,456.10,442.50,448.60,23855,106.00,1018
543374,ABSLAMC,A,785.00,791.15,774.00,789.70,13431,105.00,1060
502355,BALKRISIND,A,2401.15,2422.10,2381.00,2418.80,4399,105.00,777
532790,TANLA,A,440.25,446.00,436.80,444.05,23861,105.00,1258
543259,HOMEFIRST,A,1026.45,1044.30,1020.80,1040.00,10034,103.00,908
504067,ZENSARTECH,A,690.85,701.15,678.00,696.70,14963,103.00,991
524208,AARTIIND,A,343.00,345.70,338.20,342.80,29927,102.00,1380
544045,DOMS,A,2412.60,2431.45,2345.00,2390.05,4299,102.00,826
500495,ESCORTS,A,3475.00,3575.00,3468.30,3547.00,2865,100.00,627
544280,AFCONS,A,349.55,349.55,339.30,344.10,28965,99.11,1457
500488,ABBOTINDIA,A,27215.55,27390.95,26919.65,27324.75,357,97.04,274
513023,NAVA,A,534.85,542.45,527.45,533.60,17607,94.47,821
523704,MASTEK,A,2201.00,2201.25,2135.00,2177.90,4360,94.40,690
543654,MEDANTA,A,1074.70,1074.95,1042.00,1068.70,8735,92.41,848
543653,BIKAJI,A,680.45,688.95,661.95,673.55,13693,92.06,1177
532832,EMBDL,T,63.29,64.95,61.00,63.10,144790,91.32,460
543398,LATENTVIEW,A,401.05,405.05,391.00,399.65,22949,90.98,942
538835,INTELLECT,A,897.30,904.35,880.00,902.50,10172,90.49,961
511196,CANFINHOME,A,910.00,919.60,881.55,896.05,10015,89.78,828
532779,TORNTPOWER,A,1317.60,1320.40,1299.15,1314.10,6844,89.63,2054
539336,GUJGASLTD,A,391.00,405.15,390.00,400.00,22082,88.22,1125
543335,APTUS,A,262.15,264.45,257.30,259.35,33571,87.30,1040
532210,CUB,A,270.75,274.30,266.20,269.65,31699,85.63,676
539268,SYNGENE,A,604.60,610.30,595.50,599.85,14198,85.49,1348
524804,AUROPHARMA,A,1136.60,1160.60,1124.20,1132.00,7484,85.47,1002
500003,AEGISLOG,A,667.60,673.05,648.00,659.05,12896,85.18,1197
522074,ELGIEQUIP,A,411.00,430.00,408.95,423.40,20178,84.84,723
544203,ABDL,A,438.45,442.25,429.30,436.75,19444,84.72,834
532809,FSL,A,316.35,316.35,306.00,309.20,27096,84.36,1025
532296,GLENMARK,A,1915.90,1957.50,1909.70,1927.55,4272,82.60,848
543990,SIGNATURE,A,881.40,889.15,868.90,881.90,9170,80.43,448
533155,JUBLFOOD,A,501.15,508.10,499.75,507.70,15903,80.02,734
504973,CHOLAHLDNG,A,1676.65,1676.65,1631.50,1653.45,4732,78.14,678
500490,BAJAJHLDNG,A,10714.95,10714.95,10548.00,10627.50,729,77.27,246
500710,AKZOINDIA,A,2970.00,2972.00,2918.90,2953.20,2620,77.20,583
532527,RKFORGE,A,481.45,490.15,474.50,483.70,15744,76.02,889
500483,TATACOMM,A,1699.85,1730.50,1696.50,1720.05,4308,73.76,586
532927,ECLERX,A,4220.60,4334.45,4160.75,4193.85,1710,72.32,537
543227,HAPPSTMNDS,A,411.10,413.30,405.20,410.70,17626,72.04,1053
532702,GSPL,A,296.35,297.80,292.50,296.95,24042,70.94,834
524742,CAPLIPOINT,A,1776.30,1785.80,1707.80,1744.50,4060,70.75,643
524230,RCF,A,130.10,131.15,126.45,128.90,54563,70.17,1504
519600,CCL,A,924.80,951.00,924.80,940.75,7116,66.81,916
506285,BAYERCROP,A,4330.25,4412.20,4309.95,4400.00,1513,66.02,550
544407,AEGISVOPAK,B,208.85,208.85,197.60,200.90,32230,65.14,837
532424,GODREJCP,A,1218.75,1247.00,1218.75,1229.15,5239,64.77,822
500271,MFSL,A,1623.55,1626.80,1587.60,1611.70,4003,64.19,988
532331,AJANTPHARM,A,2684.40,2719.45,2670.25,2708.15,2377,64.13,566
520056,TVSHLTD,A,13211.85,13632.00,13211.85,13632.00,475,63.51,205
500260,RAMCOCEM,A,1060.45,1081.20,1053.85,1075.00,5883,62.82,585
506943,JBCHEPHARM,A,1874.50,1897.55,1862.50,1887.00,3278,61.53,357
526612,BLUEDART,A,5335.00,5335.00,5196.00,5283.50,1160,60.96,274
540133,ICICIPRULI,A,639.80,653.60,639.80,646.15,9354,60.74,594
531768,POLYMED,A,1625.15,1629.50,1555.00,1579.90,3798,60.12,509
501425,BBTC,A,1698.40,1766.15,1698.40,1762.80,3457,60.06,552
543318,CLEAN,A,850.45,865.15,844.00,856.85,7023,60.01,502
521070,ALOKINDS,A,14.64,14.64,14.10,14.45,413783,59.67,847
523395,3MINDIA,A,33360.05,34081.55,33350.00,34049.65,175,59.04,118
539523,ALKEM,A,5697.50,5762.40,5622.20,5647.60,1031,58.53,185
544283,ACMESOLAR,A,205.05,210.15,202.60,204.35,28086,57.85,1129
532926,JYOTHYLAB,A,246.25,249.55,244.10,246.55,23072,56.83,1174
532443,CERA,A,5009.50,5009.50,4834.95,4935.75,1156,56.73,375
532798,NETWORK18,A,37.70,38.00,36.82,37.48,151427,56.69,857
500660,GLAXO,A,2269.90,2269.90,2220.00,2265.85,2526,56.65,484
500241,KIRLOSBROS,A,1477.30,1487.90,1450.00,1483.80,3851,56.53,584
544292,ONESOURCE,A,1662.10,1662.10,1569.45,1586.15,3508,56.50,501
515030,ASAHIINDIA,A,903.05,905.80,879.00,900.55,6337,56.36,365
524494,IPCALAB,A,1477.15,1482.65,1435.60,1438.75,3848,56.06,619
540743,GODREJAGRO,A,522.60,524.55,512.90,520.05,10745,55.79,793
544226,FIRSTCRY,A,266.70,273.60,266.35,272.95,20370,54.89,776
532783,LTFOODS,A,336.00,342.10,334.10,340.60,16227,54.88,782
543425,MAPMYINDIA,A,1360.45,1365.50,1304.60,1335.40,4045,53.85,509
500233,KAJARIACER,A,971.30,971.30,955.10,961.75,5546,53.32,433
543524,RAINBOW,A,1209.05,1214.30,1195.45,1203.30,4392,52.92,797
544009,BLUEJET,A,451.15,462.90,449.35,453.35,11506,52.48,1107
543334,NUVOCO,A,343.00,345.55,338.00,345.00,14952,51.27,663
500027,ATUL,A,5899.80,5899.80,5563.00,5720.50,877,49.43,319
531162,EMAMILTD,A,490.00,494.45,485.05,488.10,10070,49.33,544
530019,JUBLPHARMA,A,933.45,960.05,933.00,939.05,5214,49.30,651
544172,INDGN,A,478.45,490.55,475.85,482.25,10041,48.56,1993
544014,HONASA,A,271.30,277.40,267.30,273.00,17604,47.87,834
500266,MAHSCOOTER,A,13178.65,13399.00,13149.95,13377.40,351,46.51,204
500387,SHREECEM,A,27010.05,27431.50,26991.00,27431.50,169,46.02,132
544174,TBOTEK,A,1491.20,1501.65,1459.85,1471.90,3047,45.00,484
544362,HEXT,A,700.35,710.85,691.30,709.95,6367,44.63,599
517146,USHAMART,A,441.95,441.95,410.40,416.40,10246,42.68,337
500420,TORNTPHARM,A,3959.65,4023.40,3936.00,3983.50,1068,42.45,200
544012,CELLO,A,497.55,501.35,493.50,498.10,8233,40.90,438
500164,GODREJIND,A,1000.75,1003.40,966.00,980.30,4127,40.48,290
500690,GSFC,A,167.45,170.25,166.00,169.50,23403,39.40,519
530005,INDIACEM,A,459.40,461.60,445.80,456.95,8668,39.40,517
500038,BALRAMCHIN,A,410.50,410.50,393.40,399.80,9827,39.39,595
500043,BATAINDIA,A,887.95,888.00,868.90,877.65,4480,39.32,448
531335,ZYDUSWELL,A,415.05,422.75,410.20,421.90,9367,39.07,497
544408,THELEELA,B,419.65,422.50,401.85,411.10,9198,37.74,695
532726,GALLANTT,B,550.00,554.20,541.20,548.60,6875,37.60,360
540769,NIACL,A,143.05,144.50,140.60,143.35,26326,37.51,649
530517,RELAXO,A,363.05,371.65,355.40,361.50,10165,36.90,876
500411,THERMAX,A,2900.45,2912.80,2849.20,2912.80,1267,36.49,393
543299,SHYAMMETL,A,796.35,805.80,792.30,797.50,4512,36.04,356
523367,DCMSHRIRAM,A,1080.80,1100.45,1056.75,1083.10,3297,35.47,479
543397,SAPPHIRE,A,205.15,207.00,197.55,202.70,17229,34.86,427
517174,HONAUT,A,33552.55,34150.70,33300.00,33600.00,101,34.01,60
535648,JUSTDIAL,A,705.10,705.10,683.05,693.50,4488,31.15,395
544286,NIVABUPA,A,74.77,77.65,74.77,77.44,39830,30.66,543
532733,SUNTV,A,551.95,552.55,544.50,552.55,5521,30.28,444
544176,AADHARHFC,A,465.05,470.95,465.05,470.95,6434,30.14,236
534076,RHIM,A,428.45,434.30,419.70,424.00,6934,29.60,515
542920,SUMICHEM,A,421.25,421.25,410.90,415.70,6999,29.12,374
505790,SCHAEFFLER,A,3575.95,3614.00,3530.00,3575.00,805,28.74,292
502986,VTL,A,399.80,403.60,394.00,398.00,6867,27.33,388
500380,JKLAKSHMI,A,793.30,793.30,761.65,772.65,3502,27.14,336
544350,AGARWALEYE,A,471.00,471.00,448.50,460.65,5804,26.57,420
543427,MEDPLUS,A,790.10,793.65,781.10,787.15,3377,26.52,451
500940,FINPIPE,A,172.25,175.10,172.25,173.65,15241,26.44,386
543463,MANYAVAR,A,494.10,495.10,481.40,489.10,5396,26.41,380
543245,GLAND,A,1659.95,1686.40,1656.45,1680.05,1579,26.40,290
543412,STARHEALTH,A,431.65,437.90,431.30,437.35,5863,25.48,347
544179,GODIGIT,A,323.70,326.65,319.70,322.15,7886,25.46,256
532953,VGUARD,A,310.85,315.00,301.05,308.25,8271,25.36,429
540153,ENDURANCE,A,2473.20,2487.00,2436.80,2436.80,1004,24.70,344
500265,MAHSEAMLES,A,506.00,516.40,504.85,513.75,4796,24.40,322
540596,ERIS,A,1385.45,1402.55,1359.95,1381.75,1745,24.17,363
500680,PFIZER,A,4665.75,4665.75,4579.10,4606.30,501,23.08,216
541557,FINEORG,A,4005.50,4005.50,3872.40,3959.75,545,21.46,161
543960,CONCORDBIO,A,1250.35,1252.25,1226.35,1239.10,1622,20.13,263
533573,APLLTD,A,764.00,764.00,742.95,758.75,2559,19.30,252
543523,CAMPUS,A,245.20,249.45,243.85,248.70,7458,18.36,284
532478,UBL,A,1435.75,1457.45,1431.00,1446.10,1189,17.19,299
500042,BASF,A,3522.85,3589.15,3522.85,3586.40,459,16.35,230
540203,SFL,A,518.40,528.00,512.20,528.00,2820,14.69,213
500840,EIHOTEL,A,329.10,331.05,324.00,330.25,3984,13.02,264
522113,TIMKEN,A,2978.15,2999.00,2944.90,2998.00,404,12.01,129
500335,BIRLACORPN,A,1074.05,1077.05,1041.40,1053.90,1063,11.26,216
506820,ASTRAZEN,A,8249.70,8249.70,8135.30,8191.00,126,10.31,83
500459,PGHH,A,11950.70,12055.40,11900.00,11935.00,81,9.68,58
542650,METROPOLIS,A,1907.70,1907.70,1874.30,1903.95,448,8.44,114
