Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover (my image Lac),No. of Trades
543994,JSWINFRA,A,296.75,298.00,294.05,295.50,74273,219.00,1865
544307,VMM,B,148.20,149.80,147.90,148.30,147565,219.00,1694
541153,BANDHANBNK,A,170.80,173.55,170.10,171.95,126249,217.00,1713
533274,PRESTIGE,A,1755.00,1798.00,1754.95,1786.95,12054,215.00,1847
544028,TATATECH,A,689.65,698.95,689.65,694.75,31086,215.00,1390
543287,LODHA,A,1176.65,1189.50,1176.65,1182.40,18023,213.00,1695
532644,JKCEMENT,A,6250.10,6397.45,6218.00,6393.50,3339,210.00,933
543988,NUVAMA,A,7176.00,7432.70,7168.15,7416.05,2843,208.00,1035
532321,ZYDUSLIFE,A,1006.05,1014.85,1003.50,1013.40,20600,208.00,1864
500290,MRF,A,161619.95,161620.00,159700.00,159700.00,129,207.00,105
540005,LTIM,A,5589.40,5649.20,5581.70,5615.50,3637,204.00,874
532468,KAMAHOLD,A,3074.30,3110.00,3013.05,3043.95,6602,202.00,591
500770,TATACHEM,A,904.80,904.80,892.00,892.00,22504,201.00,1884
534309,NBCC,A,111.20,112.45,111.05,111.55,178183,199.00,1341
505200,EICHERMOT,A,6850.65,6925.00,6838.10,6910.50,2863,196.00,893
543768,NSLNISP,A,44.74,45.67,44.70,45.50,434040,196.00,1818
531344,CONCOR,A,537.65,543.90,537.00,541.55,36103,195.00,1888
543187,POWERINDIA,A,16914.90,16914.90,16650.00,16770.00,1156,194.00,314
532755,TECHM,A,1455.65,1475.15,1455.65,1465.30,13239,194.00,2092
539177,AIIL,A,3020.65,3103.30,3012.05,3089.05,6317,192.00,946
517146,USHAMART,A,445.00,456.25,436.20,452.15,43276,192.00,2324
532178,ENGINERSIN,A,201.95,202.20,199.45,201.00,93819,188.00,1589
532286,JINDALSTEL,A,1014.15,1033.90,1012.80,1033.90,18301,186.00,1266
532830,ASTRAL,A,1425.65,1437.00,1411.80,1415.95,12953,184.00,2103
538835,INTELLECT,A,969.95,1045.00,969.95,1040.75,17665,181.00,1593
542141,TECHNOE,A,1312.30,1325.00,1294.30,1320.20,13769,180.00,1375
500003,AEGISLOG,A,784.25,813.50,784.25,804.50,22506,180.00,1237
532424,GODREJCP,A,1123.65,1134.95,1122.05,1128.05,15837,178.00,1319
532482,GRANULES,A,560.65,572.65,558.05,565.15,30036,169.00,1132
539268,SYNGENE,A,658.85,666.60,658.85,663.00,25366,168.00,1395
540762,TIINDIA,A,3162.40,3163.95,3121.60,3130.00,5341,167.00,1240
543990,SIGNATURE,A,1090.05,1106.30,1090.05,1105.15,15233,167.00,668
524816,NATCOPHARM,A,828.10,834.30,820.40,824.65,20253,167.00,1597
533398,MUTHOOTFIN,A,3163.00,3186.90,3133.75,3135.55,5285,166.00,1113
532488,DIVISLAB,A,6644.35,6644.35,6470.10,6470.50,2533,164.00,958
532209,J&KBANK,A,106.00,107.50,105.65,106.85,154476,164.00,980
523610,ITI,A,335.65,340.05,329.70,331.70,47955,160.00,1287
532439,OLECTRA,A,1415.65,1439.70,1415.65,1422.65,11150,159.00,804
533581,PGEL,A,574.05,576.10,567.60,569.70,27730,158.00,1603
500257,LUPIN,A,1926.45,1940.70,1920.00,1922.70,8203,158.00,1129
524804,AUROPHARMA,A,1103.75,1103.75,1085.15,1090.00,14435,157.00,1454
533293,KIRLOSENG,A,900.55,934.95,891.80,933.75,16921,155.00,1402
506590,PCBL,A,366.95,367.65,363.00,365.40,42501,155.00,1114
541956,IRCON,A,171.35,172.40,170.00,170.35,90577,154.00,1236
500184,HSCL,A,471.25,474.90,468.15,471.40,32268,151.00,684
500092,CRISIL,A,4988.60,5060.00,4986.00,5033.90,3006,151.00,835
532514,IGL,A,210.90,214.65,210.65,213.80,70418,150.00,1699
544311,IGIL,B,342.00,342.00,332.40,340.15,44154,148.00,1592
521064,TRIDENT,A,28.65,28.70,28.52,28.63,510409,146.00,2559
532508,JSL,A,794.65,809.15,790.50,807.10,18070,145.00,1191
539551,NH,A,1733.55,1745.25,1727.90,1741.10,8318,144.00,693
532756,CIEINDIA,A,427.10,444.85,427.10,434.50,31964,140.00,1543
540716,ICICIGI,A,1986.70,2014.20,1985.00,1986.05,7011,140.00,1680
523367,DCMSHRIRAM,A,1224.80,1286.95,1214.60,1274.65,11133,140.00,1037
543374,ABSLAMC,A,830.00,838.05,810.00,820.45,16867,138.00,1421
539957,MGL,A,1307.65,1314.90,1280.00,1282.75,10623,136.00,849
534139,SCHNEIDER,A,841.15,872.90,841.15,859.50,15718,135.00,1214
522074,ELGIEQUIP,A,492.95,494.90,486.00,488.95,27285,133.00,1451
531768,POLYMED,A,1923.95,1925.60,1885.00,1901.15,7053,133.00,968
532432,UNITDSPR,A,1363.25,1363.35,1346.00,1347.60,9861,133.00,901
544289,NTPCGREEN,B,101.77,101.77,100.35,101.06,132507,133.00,1475
504973,CHOLAHLDNG,A,2010.00,2010.00,1957.35,1961.05,6487,128.00,843
502355,BALKRISIND,A,2331.00,2335.15,2306.20,2320.00,5541,128.00,972
502986,VTL,A,443.05,443.75,433.75,441.80,28470,125.00,802
532221,SONATSOFTW,A,370.05,375.95,370.05,373.30,33440,125.00,783
513683,NLCINDIA,A,261.70,264.85,261.70,262.00,47222,124.00,906
513377,MMTC,A,66.98,67.67,66.84,67.01,184378,123.00,1391
500411,THERMAX,A,3298.35,3311.50,3255.00,3298.00,3741,122.00,853
540975,ASTERDM,A,706.60,707.95,696.50,701.55,17145,120.00,1072
500085,CHAMBLFERT,A,488.90,495.00,486.30,487.65,24413,119.00,943
535755,ABFRL,A,82.01,82.86,81.40,81.80,145296,119.00,1737
543663,FIVESTAR,A,540.95,540.95,525.35,528.05,22404,119.00,1195
542812,FLUOROCHEM,A,3702.05,3702.05,3560.90,3613.70,3317,119.00,676
532523,BIOCON,A,359.20,363.95,358.75,359.70,32905,118.00,998
533758,APLAPOLLO,A,1754.10,1780.50,1753.30,1762.00,6521,115.00,1137
543498,MSUMI,A,46.57,47.24,46.28,46.32,245908,114.00,1970
500067,BLUESTARCO,A,2018.00,2029.70,1974.50,1981.50,5672,113.00,1419
500331,PIDILITIND,A,1506.00,1522.35,1495.00,1508.70,7447,112.00,1298
543524,RAINBOW,A,1369.00,1369.05,1345.00,1360.75,8132,110.00,1219
532754,GMRAIRPORT,A,94.75,94.75,91.88,92.32,118048,109.00,1358
504067,ZENSARTECH,A,805.90,812.55,800.65,802.65,13407,108.00,855
511196,CANFINHOME,A,850.10,858.00,843.05,854.95,12662,107.00,1126
517354,HAVELLS,A,1491.70,1493.65,1483.15,1491.50,7135,106.00,1272
540133,ICICIPRULI,A,598.55,604.65,598.10,601.45,17642,106.00,2278
532522,PETRONET,A,282.55,282.55,279.05,280.10,37552,105.00,1335
508869,APOLLOHOSP,A,7838.00,7900.30,7838.00,7851.85,1345,105.00,433
500490,BAJAJHLDNG,A,13185.95,13185.95,12940.00,12967.35,803,104.00,298
532714,KEC,A,850.15,850.20,838.30,841.15,12446,104.00,1172
543227,HAPPSTMNDS,A,524.45,525.00,515.70,516.00,19485,101.00,1032
504614,SARDAEN,A,539.55,549.30,537.50,540.75,18516,100.00,763
543412,STARHEALTH,A,482.00,490.70,482.00,484.95,20384,99.35,808
500870,CASTROLIND,A,201.45,201.45,198.55,198.65,49681,98.98,1236
501425,BBTC,A,2075.00,2076.00,2026.75,2039.45,4831,98.61,671
543238,UTIAMC,A,1332.15,1343.95,1317.00,1317.70,7363,97.95,664
540769,NIACL,A,187.00,192.00,187.00,190.55,51357,97.91,882
543064,COHANCE,A,871.65,872.20,848.55,850.00,11334,97.59,1596
543318,CLEAN,A,1053.30,1065.35,1043.80,1044.40,9257,97.30,779
543335,APTUS,A,321.90,321.90,311.45,313.80,30603,96.70,1184
544280,AFCONS,B,442.30,447.20,437.40,439.25,21770,96.36,834
541988,AAVAS,A,1696.25,1703.35,1649.50,1651.30,5751,96.04,592
512455,LLOYDSME,A,1330.05,1333.85,1315.20,1316.80,6976,92.33,503
500410,ACC,A,1857.05,1857.70,1839.00,1855.60,4688,86.60,485
531642,MARICO,A,731.35,731.35,716.85,719.20,11980,86.47,1277
532388,IOB,A,39.87,40.10,39.50,39.87,216452,86.23,1241
543398,LATENTVIEW,A,429.95,431.00,412.15,426.00,20527,86.09,986
500405,SPLPETRO,A,810.00,810.00,761.45,790.10,10939,85.79,923
500488,ABBOTINDIA,A,29801.05,29889.85,29660.50,29789.15,288,85.78,191
524742,CAPLIPOINT,A,2007.00,2012.60,1986.40,2007.10,4122,82.55,655
532527,RKFORGE,A,543.85,547.75,532.85,533.70,15291,82.23,1093
539523,ALKEM,A,5513.80,5579.70,5483.00,5484.50,1466,80.98,543
509631,HEG,A,517.00,525.95,515.40,523.40,15393,80.18,591
535648,JUSTDIAL,A,774.15,794.10,774.15,791.80,10149,79.86,526
540900,NEWGEN,A,894.90,898.50,885.80,893.20,8885,79.31,623
533206,SJVN,A,89.05,89.24,88.13,88.16,88556,78.51,1243
540115,LTTS,A,4199.85,4220.00,4150.00,4207.10,1863,77.85,388
544081,JYOTICNC,A,899.80,910.55,891.30,898.85,8610,77.48,739
500027,ATUL,A,5890.00,5936.50,5845.00,5890.00,1314,77.19,459
533655,TRITURBINE,A,522.65,523.20,518.00,518.90,14795,77.04,864
540153,ENDURANCE,A,2917.30,2943.00,2905.30,2914.50,2621,76.73,695
500530,BOSCHLTD,A,38301.50,38956.50,38301.50,38900.90,198,76.63,129
543245,GLAND,A,1926.45,1965.00,1894.00,1915.60,3983,76.53,772
541556,RITES,A,247.95,247.95,245.00,245.85,30475,74.95,1233
543426,METROBRAND,A,1156.95,1209.40,1137.15,1176.60,6212,73.30,660
544306,SAILIFE,B,896.35,896.70,876.50,878.80,8296,73.28,658
522287,KPIL,A,1250.15,1256.20,1215.30,1231.80,5731,70.61,675
532889,KPRMILL,A,1038.55,1058.90,1031.00,1055.80,6643,69.40,718
542772,360ONE,A,1184.00,1189.80,1169.65,1182.50,5712,67.46,776
524230,RCF,A,148.45,149.35,147.70,147.70,45147,66.92,765
532683,AIAENG,A,3364.85,3380.40,3326.00,3372.40,1973,66.26,592
532827,PAGEIND,A,41000.65,41236.30,40900.00,41158.35,160,65.74,122
543654,MEDANTA,A,1379.95,1379.95,1337.60,1347.60,4852,65.21,636
541233,LEMONTREE,A,165.70,166.70,165.00,166.30,39091,64.75,671
500690,GSFC,A,191.75,193.25,191.40,191.95,33521,64.51,660
540203,SFL,A,675.85,687.00,672.80,684.05,9438,64.28,689
509488,GRAPHITE,A,565.00,567.55,557.10,562.40,11236,63.15,544
523457,LINDEINDIA,A,6097.80,6129.45,6048.00,6076.80,1036,62.98,278
512070,UPL,A,672.25,681.30,672.25,680.40,9234,62.66,661
543397,SAPPHIRE,A,282.00,296.10,282.00,284.00,21567,62.15,602
533155,JUBLFOOD,A,594.95,595.60,587.65,595.60,10467,61.96,833
543904,MANKIND,A,2433.00,2440.25,2416.05,2419.00,2525,61.30,626
540743,GODREJAGRO,A,667.60,668.95,660.00,667.10,9097,60.45,734
532779,TORNTPOWER,A,1339.70,1339.70,1320.90,1323.60,4504,59.83,968
507815,GILLETTE,A,9269.00,9269.00,9122.75,9142.75,639,58.62,333
524494,IPCALAB,A,1301.70,1301.70,1274.30,1298.90,4513,58.02,366
524208,AARTIIND,A,383.95,383.95,378.55,380.20,15020,57.24,588
543259,HOMEFIRST,A,1217.95,1223.55,1211.30,1214.20,4660,56.74,681
500645,DEEPAKFERT,A,1440.00,1464.70,1436.05,1462.25,3856,55.92,569
540755,GICRE,A,386.00,386.00,381.00,385.70,14543,55.84,438
500495,ESCORTS,A,3679.40,3693.75,3645.45,3656.80,1483,54.49,294
500241,KIRLOSBROS,A,1923.00,1956.05,1894.15,1902.70,2830,54.30,391
500165,KANSAINER,A,254.90,255.00,252.15,252.80,21378,54.06,505
500387,SHREECEM,A,28596.35,28925.00,28536.30,28623.90,187,53.79,123
540680,KIOCL,A,445.35,456.35,440.05,440.65,11926,53.37,575
543960,CONCORDBIO,A,1475.00,1477.65,1452.90,1454.00,3615,52.76,581
531162,EMAMILTD,A,547.00,547.10,542.75,546.90,9599,52.30,449
542752,AFFLE,A,1896.75,1924.60,1884.90,1915.60,2751,52.28,465
532798,NETWORK18,A,48.50,48.54,47.35,47.62,108403,51.88,818
543330,DEVYANI,A,163.25,164.90,162.75,163.05,31482,51.53,564
520056,TVSHLTD,A,15450.00,15838.85,15189.00,15203.85,332,51.38,236
515030,ASAHIINDIA,A,943.40,953.55,935.00,949.65,5317,50.27,523
524558,NEULANDLAB,A,16001.00,16001.00,15754.40,15830.00,313,49.59,147
500125,EIDPARRY,A,1040.00,1077.45,1035.00,1060.85,4649,49.27,501
531335,ZYDUSWELL,A,484.85,491.00,481.30,489.25,10129,49.23,794
500670,GNFC,A,497.40,499.90,495.50,499.00,9803,48.80,189
500260,RAMCOCEM,A,1051.00,1055.50,1036.85,1051.60,4654,48.60,1056
539336,GUJGASLTD,A,413.85,417.00,411.75,412.00,11575,47.86,830
532926,JYOTHYLAB,A,320.75,320.75,316.25,317.55,15018,47.86,1097
500840,EIHOTEL,A,381.00,386.20,381.00,385.70,12190,46.85,416
533573,APLLTD,A,926.05,926.05,911.60,913.00,5016,46.13,645
542399,CHALET,A,949.60,949.60,933.95,945.00,4853,45.65,511
542650,METROPOLIS,A,1900.45,1962.00,1900.40,1948.10,2345,45.40,519
